V5001,V5002,V5003,case_number,V5005,V5006,V5007,V5008,V5009,V5010,V5011
5,1,AL0011200,2W1I0U7296XI,20160105,0, , , ,1, 
5,1,AL0011200,2W1I0U72978W,20160103,0, , , ,1, 
5,1,AL0011200,2W1I0U7297JI,20160101,1,35,F,W,1, 
5,1,AL0011200,2W1I0U729C84,20160106,1,25,M,B,2, 
5,1,AL0011200,2W1I0U729C84,20160106,2,24,M,B, , 
5,1,AL0011200,2W1I0U729G 8,20160105,2,16,M,B,2, 
5,1,AL0011200,2W1I0U729G 8,20160105,3,17,M,B, , 
5,1,AL0011200,2W1I0U729G8I,20160105,0, , , ,1, 
5,1,AL0011200,2W1I0U729G8N,20160105,0, , , ,1, 
5,1,AL0011200,2W1I0U729L W,20160106,1,20,M,B,1, 
5,1,AL0011200,2W1I0U729L6I,20160106,1,21,M,W,1, 
5,1,AL0011200,2W1I0U729L8D,20160106,1,19,F,B,3, 
5,1,AL0011200,2W1I0U729L8D,20160106,2,49,M,B, , 
5,1,AL0011200,2W1I0U729L8D,20160106,3,49,F,B, , 
5,1,AL0011200,2W1I0U729LB8,20160106,1,33,F,W,1, 
5,1,AL0011200,2W1I0U729LBR,20160106,1,37,F,W,1, 
5,1,AL0011200,2W1I0U729LTD,20160106,1,20,M,B,1, 
5,1,AL0011200,2W1I0U729LXN,20160106,1,45,M,B,1, 
5,1,AL0011200,2W1I0U729N 8,20160104,1,49,M,B,1, 
5,1,AL0011200,2W1I0U729N N,20160104,1,25,F,W,1, 
5,1,AL0011200,2W1I0U729N2N,20160104,1,57,F,W,1, 
5,1,AL0011200,2W1I0U729N6R,20160104,0, , , ,1, 
5,1,AL0011200,2W1I0U729X0N,20160106,0, , , ,1, 
5,1,AL0011200,2W1I0U729X2N,20160106,0, , , ,1, 
5,1,AL0011200,2W1I0U729X8O,20160106,1,49,M,B,1, 
5,1,AL0011200,2W1I0U729XJD,20160106,1,18,F,W,2, 
5,1,AL0011200,2W1I0U729XJD,20160106,2,18,F,W, , 
5,1,AL0011200,2W1I0U729XJO,20160106,0, , , ,1, 
5,1,AL0011200,2W1I0U729XKR,20160106,1,59,M,W,1, 
5,1,AL0011200,2W1I0U729XT8,20160106,0, , , ,1, 
5,1,AL0011200,2W1I0U729YJX,20160105,1,37,F,W,1, 
5,1,AL0011200,2W1I0U72I22I,20160114,1,32,M,B,1, 
5,1,AL0011200,2W1I0U72I2BR,20160114,1,32,M,B,1, 
5,1,AL0011200,2W1I0U72I2JN,20160114,1,32,F,W,1, 
5,1,AL0011200,2W1I0U72I42O,20160113,1,27,F,W,2, 
5,1,AL0011200,2W1I0U72I42O,20160113,2,27,F,W, , 
5,1,AL0011200,2W1I0U72I4KI,20160113,1,31,M,W,1, 
5,1,AL0011200,2W1I0U72I688,20160111,0, , , ,1, 
5,1,AL0011200,2W1I0U72I6BD,20160113,1,40,M,B,1, 
5,1,AL0011200,2W1I0U72I7X8,20160112,0, , , ,1, 
5,1,AL0011200,2W1I0U72IC2R,20160113,1,18,M,B,1, 
5,1,AL0011200,2W1I0U72ICJN,20160114,2,22,M,B,2, 
5,1,AL0011200,2W1I0U72ICJN,20160114,3,20,F,B, , 
5,1,AL0011200,2W1I0U72ICJO,20160114,0, , , ,1, 
5,1,AL0011200,2W1I0U72IL6O,20160114,0, , , ,1, 
5,1,AL0011200,2W1I0U72ILJW,20160114,0, , , ,1, 
5,1,AL0011200,2W1I0U72ILK,20160114,2,26,F,B,1, 
5,1,AL0011200,2W1I0U72IN2,20160112,1,28,M,B,1, 
5,1,AL0011200,2W1I0U72INK,20160112,1,16,F,W,1, 
5,1,AL0011200,2W1I0U72INXX,20160112,1,17,F,B,1, 
5,1,AL0011200,2W1I0U72IX6X,20160114,0, , , ,1, 
5,1,AL0011200,2W1I0U72IX8O,20160114,1,18,M,W,1, 
5,1,AL0011200,2W1I0U72IXJ,20160114,1,19,F,B,1, 
5,1,AL0011200,2W1I0U72J2 8,20160117,1,13,F,W,2, 
5,1,AL0011200,2W1I0U72J2 8,20160117,2,13,F,W, , 
5,1,AL0011200,2W1I0U72J2JO,20160117,0, , , ,1, 
5,1,AL0011200,2W1I0U72J2KR,20160116,0, , , ,1, 
5,1,AL0011200,2W1I0U72J4 D,20160116,1,18,M,W,1, 
5,1,AL0011200,2W1I0U72J46,20160116,1,14,F,W,1, 
5,1,AL0011200,2W1I0U72J4KR,20160116,1,44,F,B,1, 
5,1,AL0011200,2W1I0U72J4TN,20160116,1,15,F,W,2, 
5,1,AL0011200,2W1I0U72J4TN,20160116,2,16,F,W, , 
5,1,AL0011200,2W1I0U72J60W,20160115,1,19,F,W,1, 
5,1,AL0011200,2W1I0U72J68I,20160115,1,25,F,W,1, 
5,1,AL0011200,2W1I0U72J68N,20160115,1,26,F,B,1, 
5,1,AL0011200,2W1I0U72J6B,20160115,1,34,F,W,1, 
5,1,AL0011200,2W1I0U72J6TO,20160115,1,14,M,B,1, 
5,1,AL0011200,2W1I0U72J6XO,20160115,1,34,F,W,1, 
5,1,AL0011200,2W1I0U72J7 R,20160115,1,14,M,B,1, 
5,1,AL0011200,2W1I0U72J7JI,20160115,0, , , ,1, 
5,1,AL0011200,2W1I0U72J7JN,20160115,1,49,F,U,1, 
5,1,AL0011200,2W1I0U72J7XW,20160115,1,49,F,B,2, 
5,1,AL0011200,2W1I0U72J7XW,20160115,2,49,F,B, , 
5,1,AL0011200,2W1I0U72JC6I,20160116,1,21,F,W,1, 
5,1,AL0011200,2W1I0U72JCTO,20160116,1,20,F,W,1, 
5,1,AL0011200,2W1I0U72JL6D,20160116,1,24,F,B,1, 
5,1,AL0011200,2W1I0U72JLBX,20160116,1,49,F,B,1, 
5,1,AL0011200,2W1I0U72JLJR,20160116,1,19,M,B,1, 
5,1,AL0011200,2W1I0U72JN84,20160115,1,37,M,B,1, 
5,1,AL0011200,2W1I0U72L2 W,20160109,1,20,F,W,2, 
5,1,AL0011200,2W1I0U72L2 W,20160109,2,21,F,W, , 
5,1,AL0011200,2W1I0U72L22D,20160109,1,21,F,B,1, 
5,1,AL0011200,2W1I0U72L28W,20160107,0, , , ,1, 
5,1,AL0011200,2W1I0U72L2B8,20160109,1,20,M,W,1, 
5,1,AL0011200,2W1I0U72L2BX,20160109,1,26,M,W,1, 
5,1,AL0011200,2W1I0U72L2T8,20160109,0, , , ,1, 
5,1,AL0011200,2W1I0U72L48R,20160108,1,18,M,B,1, 
5,1,AL0011200,2W1I0U72L4JI,20160108,1,26,F,B,1, 
5,1,AL0011200,2W1I0U72L4TN,20160108,0, , , ,1, 
5,1,AL0011200,2W1I0U72L4X,20160107,1,24,F,W,1, 
5,1,AL0011200,2W1I0U72L4XD,20160108,1,36,F,B,1, 
5,1,AL0011200,2W1I0U72L624,20160107,1,54,F,B,1, 
5,1,AL0011200,2W1I0U72L664,20160107,1,32,M,W,1, 
5,1,AL0011200,2W1I0U72L6B8,20160107,1,44,M,W,1, 
5,1,AL0011200,2W1I0U72L6BX,20160107,1,18,M,B,2, 
5,1,AL0011200,2W1I0U72L6BX,20160107,2,18,M,B, , 
5,1,AL0011200,2W1I0U72L7 W,20160108,0, , , ,1, 
5,1,AL0011200,2W1I0U72L784,20160108,0, , , ,1, 
5,1,AL0011200,2W1I0U72LG64,20160106,0, , , ,1, 
5,1,AL0011200,2W1I0U72LG6I,20160106,1,49,M,B,1, 
5,1,AL0011200,2W1I0U72LG8D,20160106,0, , , ,1, 
5,1,AL0011200,2W1I0U72LGT4,20160107,1,49,F,W,1, 
5,1,AL0011200,2W1I0U72LGT8,20160107,0, , , ,1, 
5,1,AL0011200,2W1I0U72LL0I,20160109,1,27,M,B,1, 
5,1,AL0011200,2W1I0U72LNT4,20160107,0, , , ,1, 
5,1,AL0011200,2W1I0U72LX6D,20160109,1,37,M,W,1, 
5,1,AL0011200,2W1I0U72LX8N,20160109,1,21,M,W,1, 
5,1,AL0011200,2W1I0U72S2 X,20160120,2,19,M,W,1, 
5,1,AL0011200,2W1I0U72S20R,20160120,1,49,M,W,2, 
5,1,AL0011200,2W1I0U72S20R,20160120,2,49,M,W, , 
5,1,AL0011200,2W1I0U72S28R,20160120,0, , , ,1, 
5,1,AL0011200,2W1I0U72S4,20160113,0, , , ,1, 
5,1,AL0011200,2W1I0U72S4 D,20160119,0, , , ,1, 
5,1,AL0011200,2W1I0U72S42R,20160119,1,16,M,B,1, 
5,1,AL0011200,2W1I0U72S4XX,20160119,0, , , ,1, 
5,1,AL0011200,2W1I0U72S6 O,20160118,1,19,M,B,7, 
5,1,AL0011200,2W1I0U72S6 O,20160118,2,24,M,B, , 
5,1,AL0011200,2W1I0U72S6 O,20160118,3,20,M,B, , 
5,1,AL0011200,2W1I0U72S6 O,20160118,4,26,M,B, , 
5,1,AL0011200,2W1I0U72S6 O,20160118,5,18,M,B, , 
5,1,AL0011200,2W1I0U72S6 O,20160118,6,19,M,B, , 
5,1,AL0011200,2W1I0U72S6 O,20160118,7,19,M,B, , 
5,1,AL0011200,2W1I0U72S684,20160118,1,25,F,B,2, 
5,1,AL0011200,2W1I0U72S684,20160118,2,27,F,B, , 
5,1,AL0011200,2W1I0U72S6JN,20160117,2,18,M,W,1, 
5,1,AL0011200,2W1I0U72S7B,20160118,1,43,M,W,1, 
5,1,AL0011200,2W1I0U72S7JN,20160118,1,14,M,B,2, 
5,1,AL0011200,2W1I0U72S7JN,20160118,2,15,M,B, , 
5,1,AL0011200,2W1I0U72S7TX,20160118,1,24,F,B,1, 
5,1,AL0011200,2W1I0U72S7XO,20160118,1,49,M,W,1, 
5,1,AL0011200,2W1I0U72SC08,20160113,0, , , ,1, 
5,1,AL0011200,2W1I0U72SC0I,20160118,1,49,F,U,1, 
5,1,AL0011200,2W1I0U72SC24,20151230,1,33,M,W,2, 
5,1,AL0011200,2W1I0U72SC24,20151230,2,53,M,B, , 
5,1,AL0011200,2W1I0U72SC2W,20160118,0, , , ,1, 
5,1,AL0011200,2W1I0U72SC8D,20160118,1,22,M,B,1, 
5,1,AL0011200,2W1I0U72SL W,20160119,1,18,F,B,2, 
5,1,AL0011200,2W1I0U72SL W,20160119,2,17,F,B, , 
5,1,AL0011200,2W1I0U72SN2D,20160117,1,28,F,W,1, 
5,1,AL0011200,2W1I0U72SN2X,20150929,1,33,F,B,1, 
5,1,AL0011200,2W1I0U72SNTW,20160117,1,31,F,B,1, 
5,1,AL0011200,2W1I0U72SXJ4,20160119,0, , , ,1, 
5,1,AL0011200,2W1I0U72SXXD,20160119,1,19,M,W,1, 
5,1,AL0011200,2W1I0U72U26,20160112,0, , , ,1, 
5,1,AL0011200,2W1I0U72U2XW,20160112,1,26,M,A,1, 
5,1,AL0011200,2W1I0U72U4 8,20160111,1,37,F,W,1, 
5,1,AL0011200,2W1I0U72U42I,20160109,1,49,M,B,2, 
5,1,AL0011200,2W1I0U72U42I,20160109,2,37,M,B, , 
5,1,AL0011200,2W1I0U72U4BD,20160111,0, , , ,1, 
5,1,AL0011200,2W1I0U72U4K4,20160111,0, , , ,1, 
5,1,AL0011200,2W1I0U72U4XX,20160109,0, , , ,1, 
5,1,AL0011200,2W1I0U72U6 R,20160110,1,27,M,B,2, 
5,1,AL0011200,2W1I0U72U6 R,20160110,2,29,F,B, , 
5,1,AL0011200,2W1I0U72U62W,20160110,1,39,M,W,1, 
5,1,AL0011200,2W1I0U72U6TN,20160110,1,49,F,W,1, 
5,1,AL0011200,2W1I0U72U78R,20160110,0, , , ,1, 
5,1,AL0011200,2W1I0U72U7B8,20160110,1,24,M,B,1, 
5,1,AL0011200,2W1I0U72U7XO,20160110,1,26,F,B,1, 
5,1,AL0011200,2W1I0U72UC6N,20160111,1,49,M,B,1, 
5,1,AL0011200,2W1I0U72UC6R,20160111,1,27,F,W,1, 
5,1,AL0011200,2W1I0U72UCB4,20160111,1,40,M,B,1, 
5,1,AL0011200,2W1I0U72UCT4,20160111,1,54,F,B,1, 
5,1,AL0011200,2W1I0U72UCTR,20160111,1,27,F,W,1, 
5,1,AL0011200,2W1I0U72UCX8,20160111,0, , , ,1, 
5,1,AL0011200,2W1I0U72UG O,20160110,1,51,M,B,1, 
5,1,AL0011200,2W1I0U72UG88,20160110,1,36,M,B,1, 
5,1,AL0011200,2W1I0U72ULKX,20160112,1,24,F,B,2, 
5,1,AL0011200,2W1I0U72ULKX,20160112,2,24,M,B, , 
5,1,AL0011200,2W1I0U72UNTD,20160110,0, , , ,1, 
5,1,AL0011200,2W1I0U72UNXD,20160109,1,18,M,B,1, 
5,1,AL0011200,2W1I0U72UNXX,20160109,0, , , ,1, 
5,1,AL0011200,2W1I0U72UXKO,20160110,1,26,M,B,1, 
5,1,AL0011200,2W1I0U72Z20O,20160122,1,32,F,W,1, 
5,1,AL0011200,2W1I0U72Z26D,20160122,1,28,F,W,2, 
5,1,AL0011200,2W1I0U72Z26D,20160122,2,25,F,W, , 
5,1,AL0011200,2W1I0U72Z26O,20160122,1,23,F,B,1, 
5,1,AL0011200,2W1I0U72Z28,20160122,1,34,M,B,1, 
5,1,AL0011200,2W1I0U72Z4B,20160121,1,56,M,W,2, 
5,1,AL0011200,2W1I0U72Z4B,20160121,2,31,M,W, , 
5,1,AL0011200,2W1I0U72Z4BI,20160121,1,25,M,W,2, 
5,1,AL0011200,2W1I0U72Z4BI,20160121,2,25,F,W, , 
5,1,AL0011200,2W1I0U72Z4XN,20160121,1,49,M,U,1, 
5,1,AL0011200,2W1I0U72Z6JX,20160120,1,25,F,B,1, 
5,1,AL0011200,2W1I0U72Z6XD,20160120,1,24,M,W,1, 
5,1,AL0011200,2W1I0U72Z7JN,20160121,2,59,M,B,3, 
5,1,AL0011200,2W1I0U72Z7JN,20160121,3,41,M,B, , 
5,1,AL0011200,2W1I0U72Z7JN,20160121,4,43,M,B, , 
5,1,AL0011200,2W1I0U72ZG0R,20160120,1,30,M,B,1, 
5,1,AL0011200,2W1I0U72ZGJ4,20160120,0, , , ,1, 
5,1,AL0011200,2W1I0U72ZGJR,20160120,1,27,M,B,1, 
5,1,AL0011200,2W1I0U72ZGXI,20160120,1,49,M,W,1, 
5,1,AL0011200,2W1I0U72ZL N,20160122,0, , , ,1, 
5,1,AL0011200,2W1I0U72ZL X,20160122,2,38,F,B,1, 
5,1,AL0011200,2W1I0U72ZL8I,20160122,0, , , ,1, 
5,1,AL0011200,2W1I0U72ZL8X,20151217,1,40,F,W,2, 
5,1,AL0011200,2W1I0U72ZL8X,20151217,2,34,F,W, , 
5,1,AL0011200,2W1I0U72ZN8W,20160120,2,19,M,W,1, 
5,1,AL0011200,2W1I0U72ZNB,20160120,1,21,M,B,1, 
5,1,AL0011200,2W1I0U72ZNB8,20160107,1,38,M,W,1, 
5,1,AL0011200,2W1I0U72ZNBW,20160120,1,51,M,B,1, 
5,1,AL0011200,2W1I0U72ZNT,20160117,1,38,M,W,3, 
5,1,AL0011200,2W1I0U72ZNT,20160117,2,49,M,W, , 
5,1,AL0011200,2W1I0U72ZNT,20160117,3,33,M,W, , 
5,1,AL0011200,2W1I0U72ZNT8,20160120,0, , , ,1, 
5,1,AL0011200,2W1I0U72ZNXD,20160120,1,27,F,B,1, 
5,1,AL0011200,2W1I0U72ZX6R,20160122,0, , , ,1, 
5,1,AL0011200,2W1I0U72ZX8O,20160122,1,27,M,W,1, 
5,1,AL0011200,2W1I0U72ZXB4,20160122,1,33,F,W,1, 
5,1,AL0011200,2W1I0U72ZXBO,20160122,1,33,F,W,1, 
5,1,AL0011200,2W1I0U72ZXXR,20160122,1,22,M,B,1, 
5,1,AL0011200,2W1I0U72ZY2N,20160121,0, , , ,1, 
5,1,AL0011200,2W1I0U7362 R,20160220,0, , , ,1, 
5,1,AL0011200,2W1I0U73620O,20160220,0, , , ,1, 
5,1,AL0011200,2W1I0U7362B8,20160220,0, , , ,1, 
5,1,AL0011200,2W1I0U7362TD,20160220,0, , , ,1, 
5,1,AL0011200,2W1I0U7364 O,20151206,1,37,M,W,1, 
5,1,AL0011200,2W1I0U73646D,20160120,1,49,M,B,1, 
5,1,AL0011200,2W1I0U7364J4,20160219,1,15,F,W,1, 
5,1,AL0011200,2W1I0U7364T8,20160207,1,49,U,U,1, 
5,1,AL0011200,2W1I0U73662N,20160218,0, , , ,1, 
5,1,AL0011200,2W1I0U73662W,20160218,0, , , ,1, 
5,1,AL0011200,2W1I0U736688,20160218,1,17,M,B,2, 
5,1,AL0011200,2W1I0U736688,20160218,2,49,M,B, , 
5,1,AL0011200,2W1I0U7367 4,20160219,1,21,F,W,1, 
5,1,AL0011200,2W1I0U736CX,20160219,1,49,M,B,1, 
5,1,AL0011200,2W1I0U736G84,20160218,0, , , ,1, 
5,1,AL0011200,2W1I0U736L0,20160215,1,31,F,W,1, 
5,1,AL0011200,2W1I0U736NXW,20160218,1,29,M,W,1, 
5,1,AL0011200,2W1I0U7374 8,20160222,1,43,M,U,1, 
5,1,AL0011200,2W1I0U7376T8,20160221,1,49,M,W,1, 
5,1,AL0011200,2W1I0U7377 N,20160221,1,23,M,B,2, 
5,1,AL0011200,2W1I0U7377 N,20160221,2,23,M,B, , 
5,1,AL0011200,2W1I0U73770,20160221,1,18,M,B,1, 
5,1,AL0011200,2W1I0U737768,20160221,1,29,F,W,1, 
5,1,AL0011200,2W1I0U737784,20160221,1,23,M,B,1, 
5,1,AL0011200,2W1I0U7377BN,20160221,1,51,M,W,1, 
5,1,AL0011200,2W1I0U7377TO,20160221,1,50,F,B,1, 
5,1,AL0011200,2W1I0U737C24,20160218,1,21,M,W,1, 
5,1,AL0011200,2W1I0U737CB,20160221,0, , , ,1, 
5,1,AL0011200,2W1I0U737CKN,20160217,1,35,M,B,1, 
5,1,AL0011200,2W1I0U737CX4,20160222,1,22,M,W,1, 
5,1,AL0011200,2W1I0U737G N,20160221,0, , , ,1, 
5,1,AL0011200,2W1I0U737L0W,20160222,0, , , ,1, 
5,1,AL0011200,2W1I0U737L2D,20160222,1,65,F,W,1, 
5,1,AL0011200,2W1I0U737LKW,20160222,1,42,F,W,1, 
5,1,AL0011200,2W1I0U737N 8,20160220,1,18,M,B,5, 
5,1,AL0011200,2W1I0U737N 8,20160220,2,18,M,B, , 
5,1,AL0011200,2W1I0U737N 8,20160220,3,18,M,B, , 
5,1,AL0011200,2W1I0U737N 8,20160220,4,18,M,B, , 
5,1,AL0011200,2W1I0U737N 8,20160220,5,17,M,B, , 
5,1,AL0011200,2W1I0U737N04,20160220,1,46,M,W,1, 
5,1,AL0011200,2W1I0U737N0N,20160220,1,49,M,W,1, 
5,1,AL0011200,2W1I0U737N0W,20160220,1,49,F,W,1, 
5,1,AL0011200,2W1I0U737N88,20160220,1,36,M,B,1, 
5,1,AL0011200,2W1I0U737NB4,20160220,1,35,F,W,1, 
5,1,AL0011200,2W1I0U737Y W,20160222,1,25,M,W,2, 
5,1,AL0011200,2W1I0U737Y W,20160222,2,20,M,W, , 
5,1,AL0011200,2W1I0U7382JN,20160130,1,21,M,B,1, 
5,1,AL0011200,2W1I0U73848O,20160129,1,49,F,W,1, 
5,1,AL0011200,2W1I0U7386 D,20160128,1,36,F,W,1, 
5,1,AL0011200,2W1I0U7386XD,20160128,0, , , ,1, 
5,1,AL0011200,2W1I0U73870,20160128,1,36,F,W,1, 
5,1,AL0011200,2W1I0U73870D,20160128,1,34,M,W,1, 
5,1,AL0011200,2W1I0U73870N,20160128,1,25,F,B,1, 
5,1,AL0011200,2W1I0U73876R,20160128,1,27,M,B,1, 
5,1,AL0011200,2W1I0U7387BR,20160128,1,26,M,W,1, 
5,1,AL0011200,2W1I0U7387JX,20160128,1,39,F,B,1, 
5,1,AL0011200,2W1I0U7387TD,20160128,0, , , ,1, 
5,1,AL0011200,2W1I0U7387XW,20160128,1,49,M,W,2, 
5,1,AL0011200,2W1I0U7387XW,20160128,2,49,F,W, , 
5,1,AL0011200,2W1I0U738C X,20160129,1,16,M,W,1, 
5,1,AL0011200,2W1I0U738C6,20160128,0, , , ,1, 
5,1,AL0011200,2W1I0U738CBW,20160127,1,45,F,W,1, 
5,1,AL0011200,2W1I0U738G N,20160127,1,25,F,W,1, 
5,1,AL0011200,2W1I0U738GKO,20160128,0, , , ,1, 
5,1,AL0011200,2W1I0U738L0N,20160129,1,19,M,B,1, 
5,1,AL0011200,2W1I0U738LT4,20151207,1,24,F,W,1, 
5,1,AL0011200,2W1I0U738LTN,20160129,1,20,M,B,2, 
5,1,AL0011200,2W1I0U738LTN,20160129,2,40,M,B, , 
5,1,AL0011200,2W1I0U738LXR,20160129,1,39,F,W,1, 
5,1,AL0011200,2W1I0U738X04,20160129,1,17,M,W,3, 
5,1,AL0011200,2W1I0U738X04,20160129,2,17,M,W, , 
5,1,AL0011200,2W1I0U738X04,20160129,3,16,F,W, , 
5,1,AL0011200,2W1I0U738X2O,20160129,1,34,F,W,1, 
5,1,AL0011200,2W1I0U738X2X,20160129,1,51,M,W,1, 
5,1,AL0011200,2W1I0U738XJI,20160129,1,28,M,W,1, 
5,1,AL0011200,2W1I0U738XXD,20160129,1,25,F,W,1, 
5,1,AL0011200,2W1I0U738XXX,20160129,1,51,F,W,1, 
5,1,AL0011200,2W1I0U738Y28,20160128,1,57,M,W,1, 
5,1,AL0011200,2W1I0U7392JN,20160129,1,24,M,W,1, 
5,1,AL0011200,2W1I0U7394 D,20160201,1,31,M,B,1, 
5,1,AL0011200,2W1I0U73942I,20160131,1,30,M,W,1, 
5,1,AL0011200,2W1I0U73942X,20160131,1,24,M,W,1, 
5,1,AL0011200,2W1I0U7394BR,20160131,1,33,M,B,1, 
5,1,AL0011200,2W1I0U7394JW,20160131,1,39,M,B,1, 
5,1,AL0011200,2W1I0U73960R,20160130,1,18,M,W,1, 
5,1,AL0011200,2W1I0U73962I,20160130,1,39,F,B,1, 
5,1,AL0011200,2W1I0U73970W,20160131,1,18,M,W,1, 
5,1,AL0011200,2W1I0U73972I,20160131,3,30,M,W,2, 
5,1,AL0011200,2W1I0U73972I,20160131,4,30,F,W, , 
5,1,AL0011200,2W1I0U73976W,20160131,0, , , ,1, 
5,1,AL0011200,2W1I0U7397JO,20160131,1,18,M,W,1, 
5,1,AL0011200,2W1I0U7397XW,20160131,1,26,M,W,1, 
5,1,AL0011200,2W1I0U739C 4,20160201,1,33,M,W,1, 
5,1,AL0011200,2W1I0U739CKW,20160201,1,22,M,W,1, 
5,1,AL0011200,2W1I0U739G I,20160130,0, , , ,1, 
5,1,AL0011200,2W1I0U739G6R,20160130,0, , , ,1, 
5,1,AL0011200,2W1I0U739G88,20160130,0, , , ,1, 
5,1,AL0011200,2W1I0U739GTX,20160130,0, , , ,1, 
5,1,AL0011200,2W1I0U739L0O,20160101,0, , , ,1, 
5,1,AL0011200,2W1I0U739L6,20160201,1,49,F,W,1, 
5,1,AL0011200,2W1I0U739L6D,20160124,0, , , ,1, 
5,1,AL0011200,2W1I0U739L6R,20160201,1,26,M,W,1, 
5,1,AL0011200,2W1I0U739LBI,20160101,0, , , ,1, 
5,1,AL0011200,2W1I0U739NBI,20160124,0, , , ,1, 
5,1,AL0011200,2W1I0U739X W,20160201,1,32,F,B,1, 
5,1,AL0011200,2W1I0U739X88,20160130,0, , , ,1, 
5,1,AL0011200,2W1I0U739X8R,20160201,1,32,F,B,1, 
5,1,AL0011200,2W1I0U73I28I,20160114,0, , , ,1, 
5,1,AL0011200,2W1I0U73I2KO,20160207,0, , , ,1, 
5,1,AL0011200,2W1I0U73I2KX,20160209,0, , , ,1, 
5,1,AL0011200,2W1I0U73I2T4,20160210,1,49,M,B,2, 
5,1,AL0011200,2W1I0U73I2T4,20160210,2,24,M,B, , 
5,1,AL0011200,2W1I0U73I66D,20160208,0, , , ,1, 
5,1,AL0011200,2W1I0U73I66N,20160208,1,36,M,W,1, 
5,1,AL0011200,2W1I0U73I684,20160127,1,43,M,B,1, 
5,1,AL0011200,2W1I0U73I6BO,20160208,0, , , ,1, 
5,1,AL0011200,2W1I0U73I6KD,20160208,0, , , ,1, 
5,1,AL0011200,2W1I0U73I6KX,20160208,0, , , ,1, 
5,1,AL0011200,2W1I0U73I6X4,20160208,0, , , ,1, 
5,1,AL0011200,2W1I0U73I7 W,20160208,1,54,M,W,1, 
5,1,AL0011200,2W1I0U73I7J4,20160208,1,21,M,B,1, 
5,1,AL0011200,2W1I0U73I7KI,20160206,0, , , ,1, 
5,1,AL0011200,2W1I0U73I7TD,20160208,1,54,M,W,1, 
5,1,AL0011200,2W1I0U73IC W,20160209,0, , , ,1, 
5,1,AL0011200,2W1I0U73ILJ8,20160209,1,20,M,B,1, 
5,1,AL0011200,2W1I0U73INKI,20160207,0, , , ,1, 
5,1,AL0011200,2W1I0U73INTI,20160207,1,55,M,W,1, 
5,1,AL0011200,2W1I0U73INXD,20160207,1,49,M,W,1, 
5,1,AL0011200,2W1I0U73IXKD,20160210,1,24,M,W,1, 
5,1,AL0011200,2W1I0U73IY X,20160208,1,30,M,W,3, 
5,1,AL0011200,2W1I0U73IY X,20160208,2,31,F,W, , 
5,1,AL0011200,2W1I0U73IY X,20160208,3,29,M,W, , 
5,1,AL0011200,2W1I0U73IY28,20160105,1,49,M,B,1, 
5,1,AL0011200,2W1I0U73IYKN,20160208,0, , , ,1, 
5,1,AL0011200,2W1I0U73IYTW,20160208,0, , , ,1, 
5,1,AL0011200,2W1I0U73IYX4,20160208,1,49,F,W,1, 
5,1,AL0011200,2W1I0U73J4,20160110,0, , , ,1, 
5,1,AL0011200,2W1I0U73J424,20160121,1,35,M,W,1, 
5,1,AL0011200,2W1I0U73J42O,20160207,0, , , ,1, 
5,1,AL0011200,2W1I0U73J42R,20160211,1,17,M,B,1, 
5,1,AL0011200,2W1I0U73J4TN,20160211,1,27,F,W,2, 
5,1,AL0011200,2W1I0U73J4TN,20160211,2,33,F,W, , 
5,1,AL0011200,2W1I0U73J4TO,20160211,1,25,M,W,1, 
5,1,AL0011200,2W1I0U73J4XR,20160211,1,17,F,B,4, 
5,1,AL0011200,2W1I0U73J4XR,20160211,2,18,F,B, , 
5,1,AL0011200,2W1I0U73J4XR,20160211,3,18,F,B, , 
5,1,AL0011200,2W1I0U73J4XR,20160211,4,17,F,B, , 
5,1,AL0011200,2W1I0U73J604,20160209,1,21,M,B,1, 
5,1,AL0011200,2W1I0U73J6KR,20160210,1,58,M,W,1, 
5,1,AL0011200,2W1I0U73J6XR,20160210,0, , , ,1, 
5,1,AL0011200,2W1I0U73J7 D,20160211,0, , , ,1, 
5,1,AL0011200,2W1I0U73J7 N,20160211,0, , , ,1, 
5,1,AL0011200,2W1I0U73J7 X,20160211,0, , , ,1, 
5,1,AL0011200,2W1I0U73J76N,20160211,0, , , ,1, 
5,1,AL0011200,2W1I0U73J784,20160211,0, , , ,1, 
5,1,AL0011200,2W1I0U73J788,20160211,0, , , ,1, 
5,1,AL0011200,2W1I0U73J78R,20160211,0, , , ,1, 
5,1,AL0011200,2W1I0U73J7XW,20160211,1,42,M,W,1, 
5,1,AL0011200,2W1I0U73JC8N,20160211,1,29,F,W,1, 
5,1,AL0011200,2W1I0U73JC8W,20160211,1,45,F,B,1, 
5,1,AL0011200,2W1I0U73JCJX,20160211,0, , , ,1, 
5,1,AL0011200,2W1I0U73JGTO,20160210,1,38,M,W,1, 
5,1,AL0011200,2W1I0U73JN0R,20160116,0, , , ,1, 
5,1,AL0011200,2W1I0U73JY24,20160115,1,47,M,B,1, 
5,1,AL0011200,2W1I0U73JY28,20160211,0, , , ,1, 
5,1,AL0011200,2W1I0U73JYX,20160211,0, , , ,1, 
5,1,AL0011200,2W1I0U73L2KN,20160204,1,24,M,W,1, 
5,1,AL0011200,2W1I0U73L4 8,20160203,1,24,M,B,1, 
5,1,AL0011200,2W1I0U73L62O,20160202,0, , , ,1, 
